Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference,AgeGroup
1,37282,1,5,0,3103,1,138,172,2,0,1,1,1
2,23954,1,7,1,2,0,131,130,0,1,1,0,2
0,6626,1,3,0,1347,0,90,215,2,0,0,1,1
1,8941,1,8,2,3672,2,89,15,2,1,0,0,1
0,22547,0,8,2,2840,1,203,9,1,1,0,0,3
2,32476,0,1,3,1706,2,117,89,3,1,0,0,2
1,24703,3,8,2,660,2,205,46,2,1,1,0,3
2,20138,3,2,0,1812,1,270,148,1,0,1,0,2
1,26287,1,6,1,1584,0,81,197,1,1,1,1,3
0,18233,2,9,3,1923,2,164,135,2,0,1,0,2
0,15025,3,6,3,4438,0,273,102,0,0,1,0,2
0,7452,0,1,2,3655,0,103,114,0,1,0,0,3
2,5404,2,6,2,3073,1,32,143,0,1,0,0,0
1,15699,3,3,2,969,1,223,65,3,0,0,0,1
0,6622,2,7,3,3270,2,152,274,3,0,1,0,3
2,8412,3,7,2,2395,1,50,194,0,1,0,0,2
2,18495,1,8,2,2529,0,47,125,0,0,0,0,2
1,31689,1,6,1,2771,0,12,275,0,0,1,1,0
0,2392,2,1,3,3378,1,50,194,3,0,0,0,0
2,23166,0,6,2,1689,2,173,139,0,1,0,0,0
0,38932,0,3,2,2206,1,47,47,1,0,1,0,0
1,3681,1,7,0,959,2,137,52,0,1,1,0,0
0,32830,1,7,3,1496,2,268,75,2,0,0,0,2
0,11709,0,0,2,2529,1,285,47,0,0,0,0,0
2,9625,1,7,0,637,1,247,77,1,1,0,0,0
2,448,3,9,2,3372,1,235,91,2,0,0,0,1
1,39025,1,3,3,2633,1,193,297,3,0,1,0,1
1,25195,2,1,1,1674,0,39,138,3,0,1,1,1
1,23425,1,9,3,447,0,225,107,3,0,0,0,1
2,33254,1,7,0,2858,2,275,77,2,0,1,0,3
1,13825,0,3,3,195,1,289,178,3,0,1,0,2
1,16262,0,9,0,1455,2,146,97,1,0,0,0,2
2,31062,2,5,1,117,1,15,144,1,1,0,1,3
1,25458,0,5,3,2791,2,285,251,1,0,1,0,0
2,28855,2,9,1,708,0,247,85,2,0,0,0,2
1,38443,3,7,3,3408,1,214,145,2,0,1,0,3
2,135,0,4,3,475,2,85,291,1,0,0,0,1
0,16110,2,6,0,3591,1,8,256,3,0,0,1,0
2,20155,1,5,2,4213,2,60,136,3,1,1,0,2
2,32594,2,5,3,3010,0,244,250,1,0,1,0,1
2,19512,2,0,1,467,1,114,95,0,0,1,0,0
1,16385,1,4,2,4270,2,46,60,1,1,0,0,2
2,617,0,4,2,546,0,250,49,2,0,1,0,1
2,22180,1,1,0,2298,2,198,61,1,1,1,0,1
1,20339,3,8,2,2634,2,59,31,2,0,0,0,0
0,31078,2,7,3,4273,1,25,14,0,0,0,0,0
2,21192,1,3,1,1539,1,252,274,3,0,0,1,3
1,18875,3,1,3,4165,2,175,293,1,0,1,0,2
0,18269,3,4,1,2977,0,129,292,2,0,0,1,0
2,26718,0,9,1,3297,1,81,77,1,0,0,0,2
0,19460,3,6,3,156,2,36,163,1,0,0,0,0
2,34956,2,8,3,3832,2,6,284,2,0,0,0,0
2,23571,3,6,1,1874,1,258,82,1,0,0,0,1
0,16614,3,6,3,2726,2,102,67,2,0,0,0,3
0,33446,1,5,0,3497,2,111,64,3,1,0,0,3
0,14475,0,8,3,1201,1,177,208,1,0,0,0,2
2,21830,3,2,0,350,0,129,175,3,0,0,1,3
2,27198,2,6,1,109,0,143,204,3,1,0,1,3
1,35441,2,9,0,566,2,164,150,2,0,0,0,1
1,13345,2,1,1,750,2,33,153,3,0,0,1,1
1,33269,0,8,2,2530,2,209,216,1,1,1,0,0
2,17162,0,4,3,4069,1,122,60,0,0,1,0,0
0,30666,2,8,3,2222,1,163,274,0,1,1,0,0
1,13617,3,5,3,456,2,238,161,2,0,1,0,3
2,23194,0,7,0,3494,1,9,142,3,0,0,1,0
0,11842,3,4,1,676,0,154,165,0,0,1,1,2
1,35153,3,0,2,749,0,121,276,0,0,0,0,2
0,26497,1,9,0,2595,2,275,298,0,1,0,1,2
0,20105,1,4,2,165,1,125,239,2,0,1,0,2
1,35609,0,5,3,819,2,217,187,0,0,1,0,2
1,28881,3,4,1,1627,2,95,249,0,1,1,1,0
2,11580,3,0,1,1249,2,139,132,2,0,1,0,1
0,19763,2,0,1,132,2,5,13,2,0,1,1,1
1,34740,3,3,1,1319,0,95,278,1,0,1,1,2
1,26757,3,6,0,2064,2,75,260,3,1,1,1,2
0,15310,0,8,1,2643,1,109,43,3,0,0,0,3
0,12937,0,3,1,4358,0,50,254,0,0,0,1,2
0,17583,3,4,0,1930,1,279,292,3,0,1,1,1
1,28379,3,4,0,3453,0,76,96,1,0,1,1,0
1,20452,1,9,2,3676,0,75,285,3,1,1,0,2
2,2467,0,4,0,1483,1,267,58,0,0,1,0,1
0,17412,3,3,1,3719,1,153,2,2,1,1,0,1
1,31220,2,6,2,2318,0,9,155,1,0,0,0,3
1,35352,1,0,0,256,2,215,137,1,1,1,0,1
0,17435,3,3,0,4437,2,278,30,1,0,0,0,0
1,4170,1,4,2,3195,0,25,198,1,0,1,0,0
0,33250,3,6,3,4417,1,33,164,2,0,1,0,0
1,5021,3,2,2,4209,0,237,287,1,0,0,0,1
0,9470,1,1,2,1262,1,67,237,2,1,0,0,3
0,2561,3,3,0,3865,0,135,236,3,1,1,1,0
1,35937,0,6,0,1152,0,0,169,0,0,1,1,2
0,7370,1,1,3,2551,1,96,217,2,0,1,0,0
2,31450,3,6,3,2892,0,12,119,2,1,0,0,0
2,27689,1,7,1,319,0,202,118,1,0,1,0,0
0,29685,2,5,0,45,0,230,8,1,1,0,0,1
2,27704,3,8,1,495,2,116,21,3,0,1,0,3
1,19491,2,0,0,1514,2,52,251,0,0,0,1,2
1,27361,1,9,2,3967,2,16,32,3,1,0,0,2
0,23045,0,1,1,106,0,39,6,1,1,1,0,2
1,37140,2,3,3,1234,2,292,113,2,1,0,0,3
1,8947,0,7,2,2104,1,106,276,2,0,1,0,2
2,31445,0,2,3,404,0,36,222,0,0,1,0,2
1,26234,0,7,2,1930,2,286,296,3,0,0,0,1
1,31128,2,3,0,566,0,159,235,1,1,0,1,1
2,35707,1,4,3,306,1,38,70,3,1,1,0,1
0,8970,1,2,3,3901,0,275,95,2,1,1,0,2
0,33200,1,5,1,2883,1,205,272,3,0,0,1,2
2,36703,2,2,1,3638,1,226,236,2,1,1,1,1
2,28636,2,8,2,3557,2,135,280,2,0,0,0,2
1,424,0,5,0,2927,0,284,297,2,1,1,1,3
1,19287,3,0,2,1835,1,0,206,2,0,0,0,2
0,34922,2,9,3,1926,0,11,244,1,1,0,0,1
0,3271,2,2,1,2461,1,59,238,3,0,0,1,1
2,12,2,7,0,2293,1,82,92,3,1,0,1,2
1,29941,3,1,3,1019,1,143,237,1,1,1,0,3
2,666,0,7,0,2313,1,66,141,1,0,1,1,1
0,22001,1,9,2,162,2,57,159,1,0,1,0,3
0,4499,3,5,0,1316,1,277,288,1,0,1,1,3
2,20617,1,3,0,446,1,33,107,3,0,0,1,2
1,24399,1,1,2,2317,1,25,205,3,0,1,0,0
1,378,3,2,1,2969,2,151,101,0,0,0,0,0
2,5992,1,1,0,1188,1,239,256,1,1,1,1,0
0,10669,3,9,3,2939,0,94,48,3,1,0,0,1
2,37623,0,3,2,1965,0,182,129,2,1,0,0,2
2,38852,2,4,3,300,2,6,63,1,1,1,0,0
1,17489,2,4,3,4279,1,233,30,0,1,0,0,1
0,23796,2,0,3,2645,2,100,261,3,0,1,0,0
0,31838,1,8,0,4033,1,71,255,1,0,0,1,2
1,3391,1,0,0,3973,1,154,267,0,1,1,1,3
0,28288,0,4,1,297,2,192,173,2,1,0,0,2
0,7561,3,1,2,1594,2,57,62,1,0,1,0,1
1,17097,0,3,1,3166,2,193,14,1,0,1,0,1
0,37106,0,4,2,1211,0,30,175,0,1,1,0,3
0,24651,3,5,2,2991,2,30,37,0,1,0,0,3
2,28443,1,8,1,2422,1,284,76,2,0,0,0,1
0,2740,0,2,2,673,2,294,228,2,0,1,0,2
2,2101,1,8,3,268,1,159,297,3,0,1,0,2
2,19881,3,2,3,1788,0,163,199,1,1,1,0,0
2,27231,0,1,3,4488,0,6,154,3,1,1,0,0
1,2824,1,5,0,1584,0,22,59,3,0,1,1,2
1,37943,0,4,0,856,2,28,166,2,1,1,1,1
0,9272,1,6,0,975,2,286,135,2,1,1,0,2
2,2513,0,2,1,1549,0,271,133,2,0,0,0,1
0,2704,3,8,0,2458,0,274,74,3,1,0,0,0
0,25100,0,0,1,2662,1,144,215,2,1,1,1,2
0,21754,2,2,1,208,1,209,197,2,0,1,0,3
0,40024,2,4,2,1047,1,183,221,2,1,0,0,2
0,13636,1,2,1,4067,2,264,127,0,0,1,0,3
2,3976,1,2,2,2310,1,2,229,3,1,1,0,2
2,29142,3,8,0,400,1,24,100,0,0,1,1,0
2,6811,3,9,1,1403,2,253,92,2,0,1,0,3
2,38571,1,8,2,644,0,151,291,3,1,0,0,2
1,31189,0,5,2,777,0,70,205,1,1,0,0,2
2,20046,1,6,1,1376,2,48,170,0,1,1,1,0
2,1075,2,8,3,9,1,68,182,1,1,1,0,0
2,35440,2,5,1,2479,0,84,69,1,0,0,0,2
1,15638,2,5,1,1951,0,85,95,0,1,0,1,2
0,8257,1,9,2,2064,2,36,154,3,1,0,0,1
1,36192,0,0,3,3668,0,108,296,0,1,0,0,3
2,5218,2,0,2,3849,0,258,42,2,1,1,0,1
2,26945,1,2,3,3835,1,90,280,1,1,1,0,0
1,29689,1,8,3,4387,0,52,195,1,1,1,0,0
0,29296,1,7,2,3600,1,141,237,3,1,0,0,2
1,33610,2,9,2,672,0,273,135,0,1,1,0,2
1,16672,2,2,3,2589,0,29,42,1,0,1,0,2
2,30142,2,3,3,2073,1,162,288,0,0,1,0,0
1,31585,0,6,0,2722,1,231,92,2,1,1,0,3
1,3124,0,2,2,1577,1,37,220,3,1,0,0,0
1,19807,3,8,3,2471,1,215,263,0,1,1,0,3
1,21418,0,4,2,3029,1,57,182,3,1,0,0,0
1,28216,0,8,0,2106,1,141,218,3,1,1,1,0
1,9387,2,0,2,1839,0,199,193,1,1,1,0,1
2,15986,3,8,3,3007,1,31,147,1,1,1,0,0
2,7832,0,4,0,4008,0,222,166,3,0,1,0,3
2,3924,3,3,1,2195,0,125,177,1,0,0,1,2
2,8135,1,6,2,3441,2,43,224,2,0,1,0,1
1,30712,0,6,3,4173,1,174,82,1,0,1,0,2
1,19226,0,3,0,1366,1,190,251,2,1,0,1,0
1,40794,0,8,3,2714,1,219,75,1,0,0,0,1
1,34277,2,2,1,2228,2,20,174,0,0,1,1,1
2,34960,0,3,1,2058,0,86,10,0,0,0,0,1
2,26431,2,1,2,2477,2,159,254,2,1,1,0,0
1,7694,0,9,3,2595,2,134,258,3,1,0,0,0
1,21608,3,5,0,2631,2,108,290,0,0,1,1,2
1,30196,2,5,2,2327,1,63,130,0,0,1,0,3
1,15459,0,4,2,2934,1,249,75,3,1,0,0,0
0,29727,1,6,3,3613,2,128,141,3,1,0,0,3
0,92,0,5,3,2376,1,25,139,0,0,1,0,0
0,14665,0,6,0,1747,1,164,55,0,1,1,0,1
0,10913,3,4,2,72,1,17,232,3,1,0,0,2
1,13878,1,9,1,2757,2,186,226,3,1,0,1,1
1,32082,0,7,2,2542,2,203,217,3,1,0,0,0
1,34822,3,0,0,3537,0,123,69,0,0,0,0,3
0,3330,1,8,0,1376,0,91,114,3,1,1,1,0
0,10118,0,1,1,4113,0,193,210,1,0,0,1,2
1,19135,3,9,2,646,0,90,174,1,0,0,0,0
0,12563,2,5,3,2797,0,81,27,1,1,1,0,0
2,2708,3,5,1,2257,2,23,156,1,0,0,1,2
0,6986,0,4,3,2704,1,275,57,0,0,0,0,3
0,65,2,8,3,1598,2,95,190,2,0,1,0,2
0,2218,0,4,0,2595,2,236,182,3,0,0,0,2
0,3350,3,1,3,2572,0,183,225,2,0,0,0,0
1,5197,2,6,1,4036,2,116,7,0,0,0,0,2
2,4406,0,7,0,1071,2,257,297,1,0,0,1,1
1,31433,1,9,3,393,0,277,214,3,0,0,0,2
0,21751,3,9,2,1473,0,1,266,3,1,0,0,0
0,4329,3,2,1,2530,0,58,56,2,1,0,0,2
0,17477,1,1,2,2581,1,37,205,2,1,0,0,2
0,8686,3,0,3,4013,0,152,191,3,0,0,0,1
0,20154,2,0,1,1318,2,174,3,1,0,0,0,0
2,2067,1,9,1,1906,1,272,58,2,0,1,0,3
1,13697,0,5,2,162,0,297,42,3,1,1,0,1
0,31436,0,2,0,4348,0,180,170,2,1,0,0,1
2,3067,1,9,1,1979,0,67,230,0,0,1,1,1
1,11843,0,0,3,3652,0,176,91,1,0,1,0,3
1,8235,2,4,2,2503,1,282,262,1,0,1,0,0
1,27040,0,0,2,1687,2,198,87,3,1,0,0,2
0,22373,0,8,2,2910,1,71,187,3,0,0,0,1
0,31177,0,3,0,3672,1,188,41,1,1,1,0,3
2,36560,1,0,1,3850,0,6,232,0,0,0,1,1
2,24787,3,9,2,33,0,246,283,1,1,1,0,2
1,14841,0,4,2,1903,1,49,226,0,1,1,0,2
0,9850,1,8,3,3308,0,134,140,1,0,0,0,1
1,17548,3,5,0,2538,0,40,72,3,1,1,1,3
1,21207,1,8,0,4188,0,239,10,3,1,1,0,0
2,22133,3,6,1,2700,1,69,277,1,0,1,1,1
0,9403,1,9,2,3295,0,150,159,0,1,1,0,1
2,15521,3,0,2,3779,1,229,171,3,1,1,0,2
0,13190,1,5,0,2536,1,263,280,2,1,0,1,2
1,14330,3,5,2,3927,1,63,199,3,1,0,0,2
1,29506,0,6,1,2420,1,134,1,3,1,1,0,0
1,37730,0,0,3,2609,0,29,242,3,0,1,0,1
0,5992,3,4,0,3070,1,41,161,2,1,1,1,3
1,2069,0,4,2,1543,1,245,178,1,1,1,0,3
0,30475,3,2,3,3604,2,141,147,2,1,0,0,1
0,38160,2,6,0,620,0,195,96,0,1,1,0,0
2,23645,0,2,0,3455,2,222,171,2,0,1,0,3
1,15504,3,3,2,2987,0,299,237,1,0,1,0,0
2,26919,2,4,1,2560,0,214,75,2,1,1,0,1
0,27575,0,9,1,1962,1,278,58,0,0,1,0,0
1,13437,1,6,0,1057,0,297,202,2,0,1,0,3
1,12930,0,3,2,2581,1,24,286,0,0,1,0,1
0,39801,1,7,0,1562,0,168,178,0,0,1,1,2
1,34638,1,8,3,2170,0,243,101,0,1,1,0,1
0,14756,2,8,2,4416,2,231,243,2,0,1,0,2
1,30693,0,3,1,1036,0,256,0,1,0,1,0,0
1,40865,1,9,1,3820,0,229,195,0,0,0,0,3
0,12077,2,1,1,2443,2,102,269,1,0,1,1,2
2,20068,0,8,1,774,0,55,28,3,1,0,0,0
0,37704,2,9,0,2394,2,261,115,3,1,0,0,1
1,3843,1,0,3,3960,0,157,186,0,1,1,0,0
0,19970,1,4,0,2037,1,31,101,2,0,0,1,0
0,1822,0,9,3,1524,1,44,115,3,0,0,0,2
0,18798,3,5,0,1486,2,247,236,1,0,1,0,1
1,22482,0,9,1,3084,0,82,130,0,1,1,1,3
2,34807,1,1,0,2997,1,236,17,0,1,1,0,1
2,24951,2,0,2,251,1,7,268,0,1,0,0,3
1,35826,1,4,0,4030,0,119,280,2,1,0,1,0
2,19476,2,1,1,3702,2,25,116,0,1,0,1,0
0,31685,3,5,2,1332,1,283,235,3,0,0,0,0
0,4381,2,8,2,4265,1,293,148,1,0,1,0,1
2,17195,3,0,0,4155,1,242,173,0,1,0,0,2
2,25938,2,6,3,2327,0,30,130,3,1,0,0,2
2,29650,0,9,3,2454,1,8,95,1,1,1,0,1
0,30325,0,3,1,3182,0,229,214,3,1,0,0,1
0,26299,1,0,0,4335,0,107,246,0,0,0,1,1
1,31277,1,5,0,2091,0,51,119,3,0,0,1,0
1,9979,1,3,1,2103,0,75,58,0,0,1,0,3
0,29070,1,3,3,2953,0,229,44,2,0,0,0,0
0,28203,2,5,0,2747,0,93,0,2,1,0,0,2
1,29614,3,5,3,2552,2,52,235,2,1,1,0,2
1,25250,2,8,0,2551,1,256,187,0,1,0,0,1
0,32593,0,7,3,3752,2,284,34,1,1,0,0,3
2,29738,1,7,1,1014,1,138,83,0,1,0,0,3
0,37142,2,8,1,2955,2,199,4,0,1,1,0,2
2,34484,0,3,1,2066,1,126,92,1,0,1,0,3
0,40356,1,6,0,3812,2,115,28,0,1,0,0,3
1,17820,0,4,0,4045,0,289,0,1,1,0,0,0
1,23469,0,0,0,1654,0,227,106,2,1,0,0,0
1,22678,1,2,1,4009,2,235,229,2,1,1,0,0
0,25318,2,6,3,1152,1,80,105,1,1,0,0,1
0,1913,1,2,0,88,2,127,259,2,1,0,1,2
0,38754,2,8,3,1648,1,273,82,0,1,0,0,2
2,30382,0,3,2,454,2,179,74,2,1,0,0,2
0,32492,0,1,0,4167,1,92,188,0,0,0,1,0
2,37322,2,5,3,2664,0,104,283,2,1,1,0,0
2,38144,2,6,2,4341,0,193,217,1,1,0,0,0
2,33545,3,8,3,2726,2,226,71,2,0,1,0,3
1,22899,2,0,3,2765,2,172,22,3,0,0,0,2
2,29810,3,5,0,2948,0,200,101,2,0,1,0,3
2,18215,1,4,0,1992,1,20,127,2,1,1,1,0
1,36706,3,1,2,1012,1,25,259,2,0,0,0,0
2,29406,2,5,3,2251,2,199,145,0,0,1,0,2
0,632,0,0,3,4288,0,60,139,2,0,1,0,1
0,25492,2,8,3,2532,1,70,117,3,1,1,0,1
1,6591,3,5,3,869,1,116,100,3,1,1,0,0
1,2791,3,2,0,3254,0,149,196,3,1,0,1,0
2,1733,3,1,3,659,2,186,264,2,1,1,0,1
2,6456,0,8,0,2492,1,186,195,2,1,0,1,1
2,1228,2,9,2,3909,1,79,268,3,0,1,0,1
1,24207,2,5,0,1658,1,71,234,1,0,1,1,2
2,1195,0,0,0,1265,1,280,9,0,0,1,0,0
0,17991,0,1,2,4069,0,28,169,2,0,1,0,1
0,5927,0,1,0,4147,0,148,204,3,0,1,1,2
2,5024,0,8,0,3720,2,66,125,0,1,0,1,1
1,37708,1,0,3,2792,0,174,19,1,0,0,0,0
0,25630,2,7,0,3252,0,79,16,2,1,1,0,0
1,18557,0,7,0,3283,1,244,174,2,1,1,0,1
0,4496,1,7,1,3312,2,176,81,1,1,1,0,0
2,22706,2,6,2,1705,0,127,48,3,0,1,0,2
2,37007,0,4,1,397,1,182,159,1,1,0,0,0
1,828,0,8,3,323,2,208,129,1,0,1,0,1
2,24712,1,9,1,2328,2,259,135,0,0,0,0,3
1,15637,0,1,2,2210,1,44,118,0,0,1,0,0
1,36979,2,8,1,949,2,139,144,1,0,0,1,0
0,16045,1,2,1,2214,0,186,266,2,0,1,1,2
0,35012,3,6,3,3014,1,116,109,3,0,1,0,2
2,8529,0,2,3,519,2,0,130,0,0,1,0,2
1,21604,2,5,1,304,2,100,228,2,1,1,1,0
0,16783,1,8,1,1050,2,12,222,1,0,0,1,0
2,9344,2,5,0,1241,2,251,157,3,0,0,0,1
2,1691,3,1,2,1346,0,111,111,2,1,1,0,2
0,39350,3,0,3,236,1,254,267,2,0,0,0,0
2,16490,0,4,1,686,0,0,268,3,1,0,1,1
0,14217,3,1,1,4328,1,250,181,0,0,0,0,0
1,36712,1,8,3,536,0,23,77,0,1,1,0,3
2,34902,3,0,3,4156,1,19,55,1,1,0,0,2
1,31142,1,3,1,2631,1,280,202,3,0,0,0,1
0,35500,0,5,0,2735,0,161,41,3,0,0,0,3
1,21004,2,4,1,4353,1,173,178,3,0,0,1,2
0,34195,2,1,0,3486,1,67,249,3,1,1,1,1
2,9218,3,6,1,2540,2,292,279,3,0,1,0,0
2,21504,1,3,0,1375,0,216,136,3,0,1,0,3
2,33156,3,0,0,735,2,37,198,2,1,0,1,1
1,12666,3,7,3,147,2,214,87,1,1,0,0,3
1,28392,0,9,2,166,0,299,16,0,1,0,0,0
1,11347,1,6,0,174,2,56,103,0,1,1,1,1
0,38725,2,9,2,839,0,234,157,3,0,0,0,1
2,5836,2,3,3,454,2,146,251,1,0,0,0,2
1,18107,2,0,3,1199,2,176,17,0,0,1,0,3
0,2767,0,6,2,3665,2,267,279,0,0,1,0,3
1,14755,3,2,3,2145,2,163,36,0,1,1,0,1
0,23614,2,7,0,1886,1,296,33,0,0,0,0,2
2,279,3,9,3,3052,0,160,104,1,1,1,0,1
1,27719,0,5,2,2412,0,238,55,2,1,1,0,0
2,36875,3,6,0,2908,0,287,272,3,1,1,0,2
1,30848,0,9,0,3821,1,204,197,2,1,1,0,3
0,7615,3,4,1,137,0,169,243,2,1,1,1,3
2,22154,0,7,1,665,1,243,145,1,1,0,0,1
1,6235,3,2,1,2114,0,214,97,3,1,1,0,0
1,16162,2,1,3,3238,0,118,88,1,1,1,0,0
2,11968,2,0,2,2478,0,224,43,2,0,0,0,0
0,20778,0,9,2,2102,2,160,203,3,1,1,0,0
2,754,3,3,0,2464,2,67,129,3,0,1,1,0
1,37114,0,4,2,1512,1,296,132,3,0,1,0,3
2,29546,2,7,2,2039,2,39,297,0,1,1,0,1
2,18213,3,2,3,2550,2,121,145,3,0,0,0,2
0,14218,0,5,3,2533,0,158,77,3,1,0,0,2
0,35193,2,7,1,128,1,70,75,1,1,0,1,2
2,3969,2,8,3,1146,0,63,284,3,1,1,0,2
0,28482,1,5,2,1198,0,158,191,1,1,1,0,1
0,21849,1,6,3,1370,2,67,216,2,0,0,0,0
1,34779,2,6,3,693,2,84,282,2,0,0,0,3
0,21316,1,2,1,1305,2,23,200,0,1,1,1,1
2,21684,0,8,1,1060,1,171,25,2,1,0,0,0
2,1042,1,9,2,1712,1,177,258,2,1,1,0,0
1,6966,3,2,2,3903,1,232,259,0,0,1,0,1
1,33324,0,5,1,447,1,91,69,3,0,0,0,2
1,20909,1,7,3,948,1,221,147,1,1,1,0,1
2,36592,1,9,1,1119,0,104,282,0,1,1,1,2
2,34593,3,9,1,4037,1,113,45,3,0,0,0,1
0,30556,0,0,2,2358,1,99,268,3,0,1,0,0
1,1674,0,6,3,2998,2,33,172,3,1,0,0,2
0,34378,0,5,1,799,1,188,213,3,1,1,1,2
0,4928,3,3,0,1630,0,113,153,1,0,1,1,1
2,4433,1,4,2,1995,2,174,122,1,0,1,0,1
0,35615,0,1,0,1586,0,168,115,0,1,1,0,0
1,16628,3,7,3,2112,2,169,8,2,0,0,0,0
1,15305,3,7,3,3985,2,261,268,1,0,0,0,0
2,24363,2,8,1,2256,2,165,150,1,0,0,0,0
2,38695,3,1,0,129,0,31,135,0,1,0,1,1
2,33798,2,4,1,314,0,198,193,3,0,1,0,3
1,35681,2,6,1,2040,0,1,179,0,0,1,1,1
2,15006,2,9,3,3251,2,11,128,3,0,0,0,3
1,31737,1,2,2,3263,0,108,142,2,0,1,0,3
0,10582,0,9,1,1515,2,129,99,1,1,0,0,1
2,12099,1,3,2,4397,0,196,151,0,0,1,0,1
2,36305,1,2,0,2587,1,137,131,0,0,1,0,1
2,27525,3,3,1,3586,1,164,167,0,1,1,1,3
1,15893,1,6,2,2754,0,156,133,3,1,0,0,2
0,932,2,7,2,4257,1,206,172,2,1,0,0,2
2,29819,1,5,0,1583,1,291,39,1,0,0,0,2
0,24854,3,8,3,921,2,82,201,1,0,1,0,0
2,30005,0,4,2,3724,1,255,153,3,0,0,0,2
1,11083,2,9,1,280,2,83,208,2,1,1,1,1
0,26703,2,1,0,2614,2,206,141,2,1,1,0,2
0,18575,2,0,0,3009,0,108,28,2,1,1,0,0
2,2148,1,6,1,1885,0,291,284,3,1,0,0,2
0,21130,2,0,2,2381,0,195,4,2,1,1,0,1
1,5770,2,1,2,1111,1,243,153,2,0,0,0,3
0,19231,0,5,0,1820,2,76,177,0,1,1,1,1
0,37372,2,7,1,3234,1,156,12,0,0,0,0,1
0,17010,1,9,3,3005,0,145,230,0,0,1,0,3
0,12762,2,7,1,3821,0,177,289,3,1,0,1,1
2,5778,2,7,0,2539,0,54,185,3,0,0,1,2
2,25004,1,6,1,3473,0,0,29,3,0,1,1,2
0,34952,2,1,0,4130,0,103,266,1,1,1,1,0
0,23174,0,2,1,3639,2,165,230,0,1,1,1,3
1,27002,3,4,1,2272,0,286,93,3,0,0,0,3
2,2204,0,3,3,1245,0,108,279,1,0,1,0,0
2,30062,0,1,3,2287,2,209,116,2,0,0,0,0
2,22522,0,5,0,2638,0,53,76,3,1,1,1,2
0,38451,2,8,0,3953,2,256,213,1,1,0,0,0
2,20755,3,2,3,655,1,91,210,3,1,1,0,0
1,34980,2,8,3,3492,0,189,58,2,1,1,0,1
1,29049,1,6,0,3348,0,241,276,3,0,0,1,1
1,20698,2,4,3,1419,0,69,195,3,0,1,0,3
1,6352,0,4,1,838,2,227,16,0,0,1,0,2
1,1736,2,7,1,691,2,198,28,0,1,0,0,2
2,4052,0,7,2,849,1,240,225,0,0,1,0,2
0,8430,3,2,0,1320,0,33,284,1,1,0,1,2
0,34522,3,1,0,2594,0,174,129,2,1,0,0,3
0,35588,1,7,0,1672,2,288,165,1,0,0,0,2
0,37090,3,5,0,2911,1,194,283,2,0,0,1,0
2,17729,3,1,1,2285,0,24,154,0,1,0,1,2
2,2621,3,1,0,618,0,103,228,2,0,0,1,0
2,4274,0,0,3,483,2,95,226,1,1,1,0,0
1,22720,3,0,1,2223,2,206,188,2,0,0,0,3
0,38063,1,4,2,3054,1,217,58,1,1,1,0,2
2,13865,2,8,3,22,2,186,211,0,1,1,0,3
2,2863,1,5,0,2690,2,233,106,0,0,0,0,2
2,29524,3,5,1,3170,2,155,258,1,1,0,1,2
0,23186,0,7,3,2153,0,99,163,2,0,0,0,0
0,31415,3,2,2,1101,0,56,72,2,1,0,0,0
1,34642,3,2,2,1801,0,2,47,1,0,0,0,2
1,8547,2,8,1,151,1,51,271,0,1,0,1,2
1,13589,0,7,3,2606,1,233,107,0,1,1,0,3
0,5310,3,7,1,3021,1,252,35,3,1,1,0,0
1,2706,0,2,0,2066,1,160,159,3,1,1,0,1
1,28600,2,9,2,2820,2,23,4,3,1,0,0,2
2,5534,0,5,2,4312,0,151,295,2,0,0,0,1
0,18042,2,0,1,3566,1,192,15,3,0,1,0,1
1,33326,3,5,3,3906,1,285,151,3,1,1,0,0
1,9105,3,0,1,2460,1,138,159,3,0,0,1,1
0,16711,2,8,2,324,2,164,4,3,1,0,0,0
1,26172,0,3,0,2887,2,83,217,3,1,1,1,0
0,27550,1,3,0,4088,1,110,214,1,0,0,1,0
0,33851,0,8,2,2120,0,22,125,2,1,0,0,1
0,38099,3,3,0,2287,1,229,36,2,0,1,0,2
1,3091,3,1,3,3812,2,99,258,0,0,1,0,1
1,34868,1,5,2,2751,1,255,154,2,1,1,0,1
1,2852,0,2,1,1757,2,143,60,1,1,1,0,1
0,10381,3,4,3,1090,0,44,9,3,0,0,0,2
1,15319,0,6,1,2179,0,114,221,1,1,0,1,2
2,18281,3,9,3,360,2,133,283,2,1,1,0,3
0,18442,2,1,3,4280,1,52,226,3,1,0,0,1
1,23655,0,8,3,3115,0,273,77,3,0,1,0,3
0,10683,1,4,3,856,2,132,186,2,0,1,0,3
1,2890,1,2,0,4445,2,285,238,0,1,0,0,0
0,3744,2,0,3,1635,0,132,163,2,1,1,0,0
2,1794,0,1,2,357,2,290,248,0,0,0,0,2
0,18827,2,2,1,2198,2,31,265,2,1,1,1,1
0,4512,2,7,2,2914,2,68,156,1,0,1,0,0
0,307,3,9,0,2368,2,238,154,3,1,1,0,1
1,36852,1,2,1,2793,1,182,11,0,1,0,0,1
0,33048,1,7,0,4307,0,81,252,2,1,0,1,2
